61	33
61	48
61	68
61	97
61	130
61	164
61	186
61	194
61	199
62	93
62	102
62	123
62	158
62	176
62	185
62	193
62	195
62	196
62	200
63	90
63	117
63	131
63	139
63	144
63	162
63	174
63	184
63	187
63	188
63	191
63	192
64	1
64	13
64	93
64	94
64	122
64	176
64	177
64	185
64	196
64	200
65	11
65	35
65	122
65	158
65	163
65	165
65	176
65	177
65	196
65	200
66	74
66	153
66	156
66	157
66	175
66	179
66	181
66	189
66	190
66	197
66	198
67	133
67	134
67	140
67	166
67	170
67	171
67	172
67	183
68	21
68	35
68	61
68	91
68	107
68	138
68	163
68	194
68	199
69	49
69	85
69	120
69	140
69	145
69	152
69	168
69	172
69	178
69	183
70	17
70	57
70	82
70	91
70	122
70	147
70	186
70	199
71	44
71	114
71	131
71	142
71	159
71	174
71	180
71	187
71	188
71	191
71	192
72	30
72	59
72	79
72	154
72	169
72	185
72	193
72	195
72	196
72	200
73	4
73	5
73	27
73	113
73	132
73	186
73	194
73	199
74	20
74	84
74	108
74	118
74	143
74	156
74	160
74	181
74	182
74	190
74	197
74	198
75	64
75	125
75	161
75	165
75	176
75	185
75	193
75	195
75	196
75	200
76	1
76	96
76	123
76	154
76	158
76	173
76	193
76	195
76	196
76	200
77	73
77	92
77	124
77	148
77	176
77	194
77	199
78	101
78	112
78	117
78	131
78	167
78	184
78	187
78	188
78	191
78	192
79	7
79	25
79	111
79	169
79	173
79	177
79	193
79	195
79	196
79	200
80	64
80	94
80	163
80	169
80	173
80	185
80	193
80	195
80	196
80	200
81	15
81	16
81	61
81	113
81	124
81	147
81	186
81	194
81	199
82	12
82	15
82	132
82	147
82	174
82	186
82	194
82	199
83	108
83	116
83	118
83	137
83	143
83	151
83	157
83	181
83	189
83	197
83	198
84	24
84	29
84	156
84	179
84	181
84	182
84	189
84	190
84	197
84	198
85	136
85	140
85	152
85	155
85	166
85	168
85	171
85	172
85	183
86	9
86	85
86	100
86	140
86	145
86	150
86	152
86	170
86	178
86	183
87	129
87	143
87	156
87	160
87	175
87	179
87	181
87	182
87	189
87	190
87	197
87	198
88	13
88	76
88	95
88	158
88	176
88	177
88	185
88	193
88	195
88	200
89	56
89	91
89	105
89	106
89	113
89	132
89	148
89	149
89	186
89	199
90	44
90	115
90	142
90	159
90	162
90	180
90	184
90	187
90	188
90	191
90	192
91	17
91	21
91	51
91	113
91	138
91	148
91	164
91	186
91	199
92	26
92	56
92	101
92	124
92	147
92	164
92	186
92	194
92	199
93	37
93	79
93	96
93	122
93	125
93	154
93	177
93	195
93	196
93	200
94	18
94	22
94	25
94	123
94	158
94	161
94	163
94	195
94	196
94	200
95	96
95	119
95	158
95	161
95	185
95	193
95	195
95	196
95	200
96	75
96	80
96	88
96	158
96	161
96	176
96	185
96	193
96	195
96	200
97	5
97	14
97	41
97	51
97	77
97	149
97	186
97	194
97	199
98	84
98	110
98	129
98	137
98	151
98	160
98	179
98	181
98	189
98	190
98	197
98	198
99	117
99	121
99	127
99	162
99	167
99	174
99	180
99	187
99	188
99	192
100	45
100	67
100	126
100	150
100	166
100	168
100	170
100	172
100	183
101	52
101	71
101	78
101	90
101	115
101	121
101	144
101	162
101	167
101	180
101	184
101	187
101	188
101	191
101	192
102	13
102	79
102	94
102	111
102	125
102	161
102	169
102	173
102	195
102	200
103	26
103	55
103	83
103	87
103	110
103	143
103	160
103	175
103	179
103	189
103	197
103	198
104	84
104	103
104	156
104	157
104	179
104	181
104	182
104	190
104	197
104	198
105	10
105	21
105	70
105	77
105	124
105	132
105	147
105	164
105	194
105	199
106	23
106	33
106	70
106	91
106	107
106	147
106	148
106	186
106	194
106	199
107	33
107	81
107	105
107	148
107	149
107	186
107	194
107	199
108	43
108	103
108	135
108	143
108	157
108	182
108	189
108	190
108	197
108	198
109	3
109	43
109	108
109	116
109	129
109	135
109	151
109	181
109	189
109	190
109	197
109	198
110	66
110	83
110	84
110	104
110	129
110	156
110	160
110	181
110	182
110	189
110	190
110	197
110	198
111	64
111	79
111	102
111	119
111	154
111	158
111	176
111	193
111	196
111	200
112	117
112	146
112	159
112	162
112	174
112	180
112	184
112	187
112	188
112	191
112	192
113	16
113	21
113	97
113	105
113	146
113	186
113	190
113	194
113	199
114	40
114	60
114	142
114	146
114	159
114	174
114	184
114	187
114	188
114	191
114	192
115	112
115	114
115	131
115	144
115	174
115	184
115	187
115	188
115	191
115	192
116	8
116	46
116	83
116	98
116	156
116	179
116	182
116	189
116	197
116	198
117	90
117	144
117	146
117	159
117	167
117	174
117	180
117	187
117	188
117	191
117	192
118	20
118	104
118	157
118	175
118	181
118	182
118	189
118	190
118	197
118	198
119	102
119	123
119	163
119	169
119	173
119	177
119	185
119	193
119	195
119	200
120	53
120	126
120	134
120	140
120	150
120	170
120	171
120	178
120	183
121	101
121	127
121	162
121	167
121	180
121	184
121	187
121	188
121	191
121	192
122	72
122	93
122	119
122	141
122	176
122	177
122	185
122	195
122	196
122	200
123	30
123	59
123	65
123	75
123	119
123	125
123	141
123	185
123	195
123	196
124	12
124	17
124	23
124	77
124	82
124	105
124	147
124	164
124	194
124	199
125	38
125	58
125	75
125	88
125	119
125	165
125	169
125	173
125	196
125	200
126	32
126	86
126	120
126	128
126	136
126	171
126	172
126	178
126	183
127	115
127	139
127	144
127	146
127	180
127	184
127	187
127	188
127	191
127	192
128	49
128	126
128	134
128	136
128	145
128	150
128	168
128	171
128	178
128	183
129	24
129	46
129	108
129	109
129	110
129	118
129	135
129	137
129	160
129	182
129	189
129	190
129	197
129	198
130	14
130	48
130	70
130	81
130	92
130	107
130	186
130	199
131	40
131	63
131	90
131	99
131	112
131	127
131	139
131	142
131	159
131	174
131	187
131	188
131	191
131	192
132	12
132	27
132	81
132	89
132	106
132	107
132	194
132	199
133	42
133	120
133	136
133	150
133	152
133	155
133	166
133	171
133	172
134	19
134	86
134	128
134	150
134	168
134	170
134	171
134	178
134	183
135	20
135	55
135	104
135	137
135	143
135	151
135	179
135	182
135	189
135	190
135	197
135	198
136	53
136	85
136	126
136	128
136	133
136	134
136	140
136	166
136	168
136	172
137	26
137	103
137	135
137	151
137	175
137	181
137	182
137	190
137	197
137	198
138	16
138	41
138	61
138	106
138	148
138	149
138	182
138	199
139	44
139	63
139	90
139	99
139	114
139	159
139	180
139	184
139	188
139	191
139	192
140	42
140	45
140	49
140	53
140	126
140	168
140	178
140	183
141	47
141	58
141	119
141	125
141	161
141	165
141	169
141	177
141	193
141	195
142	2
142	40
142	52
142	60
142	78
142	112
142	139
142	162
142	174
142	184
142	187
142	188
142	191
142	192
143	8
143	98
143	104
143	109
143	116
143	118
143	135
143	153
143	175
143	189
143	190
143	197
143	198
144	28
144	63
144	99
144	101
144	146
144	167
144	184
144	187
144	191
144	192
145	86
145	128
145	134
145	136
145	152
145	168
145	170
145	171
145	172
145	183
146	34
146	131
146	142
146	159
146	167
146	180
146	184
146	187
146	188
146	191
146	192
147	15
147	70
147	82
147	113
147	130
147	149
147	164
147	199
148	5
148	68
148	97
148	138
148	149
148	164
148	194
148	199
149	73
149	89
149	105
149	133
149	156
149	177
149	194
149	199
150	31
150	50
150	54
150	128
150	133
150	136
150	140
150	166
150	172
150	183
151	103
151	153
151	157
151	175
151	181
151	182
151	189
151	190
151	197
151	198
152	9
152	32
152	120
152	133
152	145
152	155
152	166
152	168
152	170
152	183
153	104
153	135
153	137
153	143
153	160
153	179
153	181
153	182
153	189
153	197
153	198
154	11
154	62
154	76
154	88
154	165
154	169
154	177
154	195
154	196
154	200
155	31
155	67
155	128
155	134
155	145
155	152
155	170
155	171
155	178
155	183
156	74
156	118
156	135
156	151
156	153
156	160
156	179
156	181
156	182
156	197
156	198
157	24
157	55
157	98
157	108
157	143
157	153
157	179
157	189
157	190
157	197
157	198
158	7
158	62
158	76
158	80
158	163
158	177
158	185
158	193
158	200
159	34
159	63
159	114
159	131
159	144
159	167
159	184
159	187
159	188
159	191
159	192
160	83
160	87
160	108
160	116
160	151
160	153
160	156
160	175
160	179
160	182
160	189
160	197
160	198
161	38
161	39
161	95
161	119
161	125
161	141
161	177
161	193
161	196
161	200
162	28
162	115
162	131
162	142
162	174
162	184
162	187
162	188
162	191
162	192
163	25
163	35
163	58
163	75
163	122
163	165
163	173
163	195
163	196
163	200
164	10
164	109
164	113
164	115
164	186
164	194
164	199
165	18
165	37
165	58
165	59
165	94
165	173
165	193
165	196
165	200
166	9
166	49
166	54
166	150
166	152
166	168
166	170
166	172
166	178
167	112
167	114
167	139
167	162
167	174
167	180
167	184
167	187
167	188
167	192
168	69
168	120
168	128
168	155
168	169
168	170
168	172
168	183
168	184
169	59
169	72
169	88
169	122
169	163
169	165
169	185
169	193
169	195
169	200
170	32
170	100
170	120
170	136
170	150
170	155
170	166
170	168
170	178
171	19
171	67
171	69
171	100
171	152
171	155
171	172
171	178
171	183
172	9
172	42
172	54
172	86
172	126
172	152
172	155
172	166
172	170
172	178
173	6
173	38
173	76
173	95
173	122
173	169
173	176
173	185
173	193
173	200
174	112
174	117
174	139
174	146
174	167
174	180
174	184
174	187
174	188
174	191
174	192
175	8
175	66
175	103
175	116
175	135
175	151
175	153
175	156
175	160
175	190
175	197
175	198
176	6
176	35
176	36
176	47
176	72
176	80
176	119
176	158
176	173
176	200
177	47
177	123
177	158
177	161
177	163
177	185
177	193
177	195
177	196
177	200
178	45
178	50
178	133
178	145
178	155
178	175
178	183
178	197
179	29
179	83
179	87
179	118
179	157
179	175
179	181
179	182
179	189
179	190
179	197
179	198
180	40
180	142
180	159
180	162
180	174
180	184
180	187
180	188
180	191
180	192
181	3
181	109
181	110
181	143
181	153
181	156
181	175
181	179
181	189
181	190
181	197
181	198
182	3
182	46
182	74
182	87
182	135
182	160
182	179
182	197
182	198
183	53
183	69
183	86
183	133
183	155
183	171
183	178
184	117
184	121
184	127
184	139
184	142
184	162
184	180
184	187
184	188
184	191
184	192
185	39
185	111
185	141
185	163
185	165
185	173
185	176
185	196
185	200
186	4
186	41
186	51
186	57
186	164
186	185
186	196
186	199
187	60
187	114
187	121
187	131
187	167
187	184
187	188
187	191
187	192
188	101
188	115
188	159
188	162
188	167
188	180
188	187
188	191
188	192
189	20
189	98
189	143
189	153
189	157
189	175
189	181
189	197
189	198
190	24
190	43
190	46
190	151
190	160
190	181
190	182
190	189
190	197
190	198
191	28
191	44
191	71
191	99
191	127
191	142
191	159
191	174
191	184
191	188
192	60
192	117
192	121
192	139
192	144
192	180
192	184
192	187
192	191
193	62
193	72
193	79
193	154
193	169
193	173
193	195
193	196
193	200
194	61
194	89
194	97
194	113
194	124
194	130
194	132
194	186
194	199
195	96
195	165
195	169
195	177
195	185
195	193
195	196
195	200
196	6
196	39
196	62
196	111
196	161
196	185
196	193
196	195
196	200
197	26
197	74
197	116
197	137
197	157
197	160
197	179
197	189
197	190
197	198
198	66
198	84
198	103
198	129
198	153
198	179
198	189
198	190
198	197
199	56
199	81
199	82
199	92
199	105
199	124
199	164
199	186
199	194
200	6
200	65
200	154
200	158
200	161
200	169
200	173
200	176
200	193
